id,address,bathroom,bedroom,city,formattedSqft,lastSaleDate,lastSalePrice,latitude,longitude,stateCode,typeDisplay,price,formattedTruliaEstimate,zipCode,neighborhood,walkScore,transitScore,status,county
1,642 Highland Ave,3.0,4.0,Half Moon Bay,"2,400 sqft","Dec 31, 1969",$0,37.47517,-122.43113,CA,Single-Family Home,899000,,94019,,66,,For Sale,SAN MATEO
2,71 Valencia St,3.0,3.0,Half Moon Bay,"2,445 sqft","Dec 31, 1969",$0,37.492813,-122.45391,CA,Single-Family Home,985000,,94019,,20,,For Sale,SAN MATEO
3,951 Malaga St,1.0,1.0,Half Moon Bay,560 sqft,"Dec 31, 1969",$0,37.50076,-122.461334,CA,Single-Family Home,425000,,94019,,42,,For Sale,SAN MATEO
4,475 Magellan Ave,5.0,5.0,Half Moon Bay,"4,340 sqft","Dec 31, 1969",$0,37.500137,-122.45762,CA,Single-Family Home,1649000,,94019,,34,,For Sale,SAN MATEO
5,221 Central Ave,3.0,4.0,Half Moon Bay,"2,860 sqft","Dec 31, 1969",$0,37.46024,-122.44151,CA,Single-Family Home,1498000,,94019,,46,,For Sale,SAN MATEO
6,13 Patrick Way,2.5,2.0,Half Moon Bay,,"Dec 31, 1969",$0,37.46709,-122.42713,CA,Townhome,679000,,94019,,80,,For Sale,SAN MATEO
7,623 Spruce St,4.0,6.0,Half Moon Bay,"3,690 sqft","Dec 31, 1969",$0,37.457993,-122.43205,CA,Single-Family Home,1350000,,94019,,74,,For Sale,SAN MATEO
8,401 Filbert St,2.0,3.0,Half Moon Bay,"1,190 sqft","Dec 31, 1969",$0,37.458237,-122.43717,CA,Single-Family Home,499999,,94019,,57,,For Sale,SAN MATEO
9,3100 Lobitos Creek Rd,3.5,4.0,Half Moon Bay,"2,504 sqft","Dec 31, 1969",$0,37.40243,-122.37605,CA,Single-Family Home,1999999,,94019,,0,,For Sale,SAN MATEO
10,531 El Granada Blvd,3.5,4.0,Half Moon Bay,"3,092 sqft","Dec 31, 1969",$0,37.51168,-122.4647,CA,Single-Family Home,1100000,,94019,,14,,For Sale,SAN MATEO
11,2221 Bayhill Ct,6.5,6.0,Half Moon Bay,"5,550 sqft","Dec 31, 1969",$0,37.437347,-122.430145,CA,Single-Family Home,2150000,,94019,,20,,For Sale,SAN MATEO
12,18 Ashdown Pl,4.0,5.0,Half Moon Bay,"4,000 sqft","Dec 31, 1969",$0,37.43451,-122.43913,CA,Single-Family Home,2190000,,94019,,17,,For Sale,SAN MATEO
13,534 Silver Ave,3.0,3.0,Half Moon Bay,"2,870 sqft","Dec 31, 1969",$0,37.474228,-122.43342,CA,Single-Family Home,1139000,,94019,,57,,For Sale,SAN MATEO
14,340 Magellan Ave,3.5,4.0,Half Moon Bay,"3,822 sqft","Dec 31, 1969",$0,37.498306,-122.459236,CA,Single-Family Home,1425000,,94019,,37,,For Sale,SAN MATEO
