id,address,bathroom,bedroom,city,formattedSqft,lastSaleDate,lastSalePrice,latitude,longitude,stateCode,typeDisplay,price,formattedTruliaEstimate,zipCode,neighborhood,walkScore,transitScore,status,county
1,23 Alameda Ave,3.0,5.0,Half Moon Bay,"2,650 sqft","Feb 20, 2014","$1,320,000",37.493023,-122.45685,CA,Single-Family Home,1320000,"$1,325,000",94019,,,,Sold,SAN MATEO
2,140 Amesport Lndg,2.0,2.0,Half Moon Bay,950 sqft,"Feb 20, 2014","$460,000",37.460598,-122.43384,CA,Condo,460000,"$487,000",94019,,,,Sold,SAN MATEO
3,599 Highland Ave,4.5,4.0,Half Moon Bay,"3,365 sqft","Feb 20, 2014","$1,325,000",37.473618,-122.4321,CA,Single-Family Home,1325000,"$1,690,000",94019,,,,Sold,SAN MATEO
4,608 Myrtle St,2.0,2.0,Half Moon Bay,"1,350 sqft","Feb 11, 2014","$535,000",37.45917,-122.43263,CA,Single-Family Home,535000,"$709,000",94019,,,,Sold,SAN MATEO
5,463 Pine Ave,2.0,2.0,Half Moon Bay,"1,090 sqft","Feb 7, 2014","$397,500",37.465378,-122.43648,CA,Condo,397500,"$523,000",94019,,,,Sold,SAN MATEO
6,459 Winged Foot Rd,2.0,3.0,Half Moon Bay,"2,150 sqft","Feb 6, 2014","$953,000",37.431255,-122.42984,CA,Single-Family Home,953000,"$1,100,000",94019,,,,Sold,SAN MATEO
7,301 Bayhill Rd,,,Half Moon Bay,,"Feb 3, 2014","$1,447,500",37.439625,-122.43644,CA,Single-Family Home,1447500,,94019,,,,Sold,SAN MATEO
8,656 Terrace Ave,3.0,4.0,Half Moon Bay,"2,397 sqft","Jan 30, 2014","$1,110,000",37.476086,-122.43261,CA,Single-Family Home,1110000,"$1,383,000",94019,,,,Sold,SAN MATEO
9,17500 Cabrillo Hwy S,,,Half Moon Bay,,"Jan 17, 2014","$2,025,500",37.422623,-122.430214,CA,Single-Family Home,2025500,"$816,000",94019,,,,Sold,SAN MATEO
10,1050 Main St,5.0,4.0,Half Moon Bay,"4,170 sqft","Jan 16, 2014","$757,000",37.454494,-122.430016,CA,Multi-Family,757000,"$1,298,000",94019,,,,Sold,SAN MATEO
11,20 Trace Ln,3.5,4.0,Half Moon Bay,"3,080 sqft","Jan 10, 2014","$1,200,000",37.43595,-122.42884,CA,Single-Family Home,1200000,"$1,428,000",94019,,,,Sold,SAN MATEO
12,712 Main St,1.0,3.0,Half Moon Bay,"1,140 sqft","Jan 2, 2014","$800,000",37.461273,-122.429855,CA,Single-Family Home,800000,"$837,000",94019,,,,Sold,SAN MATEO
13,400 Belleville Blvd,,,Half Moon Bay,,"Dec 31, 2013","$697,500",37.47028,-122.436554,CA,Single-Family Home,697500,,94019,,,,Sold,SAN MATEO
14,468 Laurel Ave,2.0,2.0,Half Moon Bay,"1,090 sqft","Dec 31, 2013","$405,000",37.46565,-122.43579,CA,Condo,405000,"$522,000",94019,,,,Sold,SAN MATEO
15,236 Eagle Trace Dr,3.0,5.0,Half Moon Bay,"3,270 sqft","Dec 17, 2013","$1,275,000",37.435616,-122.42804,CA,Single-Family Home,1275000,"$1,555,000",94019,,,,Sold,SAN MATEO
16,2381 Winged Foot Rd,2.0,3.0,Half Moon Bay,"2,160 sqft","Dec 12, 2013","$1,050,000",37.431293,-122.43122,CA,Single-Family Home,1050000,"$1,032,000",94019,,,,Sold,SAN MATEO
17,2905 Pullman Ave,,,Half Moon Bay,,"Dec 11, 2013","$899,000",37.490974,-122.45276,CA,Single-Family Home,899000,"$924,000",94019,,,,Sold,SAN MATEO
18,984 Pilarcitos Ave,3.0,3.0,Half Moon Bay,"2,530 sqft","Dec 10, 2013","$1,450,000",37.47636,-122.445946,CA,Single-Family Home,1450000,"$1,866,000",94019,,,,Sold,SAN MATEO
19,17 Fairway Pl,3.0,3.0,Half Moon Bay,"3,280 sqft","Dec 10, 2013","$1,210,000",37.436073,-122.43847,CA,Single-Family Home,1210000,"$1,406,000",94019,,,,Sold,SAN MATEO
20,1026 Suzanne Ct,1.0,2.0,Half Moon Bay,730 sqft,"Dec 10, 2013","$415,000",37.45554,-122.42775,CA,Single-Family Home,415000,"$464,000",94019,,,,Sold,SAN MATEO
