zipCode,address,bathroom,bedroom,city,formattedSqft,lastSaleDate,lastSalePrice,latitude,longitude,stateCode,typeDisplay,price,formattedTruliaEstimate,,neighborhood,walkScore,transitScore,status,county
94551,825 Dakota Ct,2,4,Livermore,"1,872 sqft",4-Mar-14,"$620,000 ",37.68762,-121.7873,CA,Single-Family Home,620000,"$637,000 ",,,,,Sold,ALAMEDA
94550,748 Lido Dr,2,3,Livermore,"1,651 sqft",4-Mar-14,"$650,000 ",37.66287,-121.78883,CA,Single-Family Home,650000,"$622,000 ",,,,,Sold,ALAMEDA
94550,4935 Candy Ct,2,3,Livermore,"1,842 sqft",4-Mar-14,"$698,000 ",37.693733,-121.73457,CA,Single-Family Home,698000,"$749,000 ",,,,,Sold,ALAMEDA
94551,564 Everglades Ln,2,3,Livermore,"1,450 sqft",3-Mar-14,"$605,000 ",37.68492,-121.80296,CA,Single-Family Home,605000,"$634,000 ",,,,,Sold,ALAMEDA
94551,760 N N St,1,2,Livermore,794 sqft,28-Feb-14,"$400,000 ",37.68851,-121.77711,CA,Single-Family Home,400000,"$426,000 ",,,,,Sold,ALAMEDA
94551,1468 Wilton Rd,2,3,Livermore,"1,366 sqft",28-Feb-14,"$600,000 ",37.694252,-121.79523,CA,Single-Family Home,600000,"$596,000 ",,,,,Sold,ALAMEDA
94550,5289 Kisa Ct,2,4,Livermore,"1,758 sqft",28-Feb-14,"$615,000 ",37.68525,-121.72917,CA,Single-Family Home,615000,"$667,000 ",,,,,Sold,ALAMEDA
94550,1977 Altair Ave,2.5,4,Livermore,"3,092 sqft",28-Feb-14,"$1,099,000 ",37.65762,-121.7956,CA,Single-Family Home,1099000,"$1,060,000 ",,,,,Sold,ALAMEDA
94550,67 Medina St,2,4,Livermore,"1,798 sqft",28-Feb-14,"$640,000 ",37.691597,-121.74104,CA,Single-Family Home,640000,"$765,000 ",,,,,Sold,ALAMEDA
94550,2834 Carmen Ave,2,3,Livermore,"1,223 sqft",28-Feb-14,"$630,000 ",37.67582,-121.75972,CA,Single-Family Home,630000,"$656,000 ",,,,,Sold,ALAMEDA
94550,879 Tolentino Ct,5.5,6,Livermore,"5,589 sqft",28-Feb-14,"$1,600,000 ",37.646053,-121.7845,CA,Single-Family Home,1600000,"$1,737,000 ",,,,,Sold,ALAMEDA
94550,1008 Redondo Way,2,3,Livermore,"1,148 sqft",28-Feb-14,"$475,000 ",37.66656,-121.783295,CA,Single-Family Home,475000,"$531,000 ",,,,,Sold,ALAMEDA
94551,3088 Bridle Ct,2.5,4,Livermore,"1,856 sqft",28-Feb-14,"$643,500 ",37.7304,-121.732765,CA,Single-Family Home,643500,"$696,000 ",,,,,Sold,ALAMEDA
94551,2890 Kew Ave,,,Livermore,,28-Feb-14,"$482,500 ",37.70817,-121.803925,CA,Unknown,482500,,,,,,Sold,ALAMEDA
94550,1120 Wynn Cir,2,3,Livermore,"1,536 sqft",28-Feb-14,"$674,000 ",37.681557,-121.73583,CA,Single-Family Home,674000,"$715,000 ",,,,,Sold,ALAMEDA
94550,2493 4th St,1,2,Livermore,893 sqft,28-Feb-14,"$350,000 ",37.680634,-121.76461,CA,Single-Family Home,350000,"$505,000 ",,,,,Sold,ALAMEDA
94550,223 Sonia Way,,,Livermore,,27-Feb-14,"$769,000 ",37.687866,-121.74803,CA,Lot/Land,769000,,,,,,Sold,ALAMEDA
94551,4023 Emerson Dr,2.5,4,Livermore,"2,483 sqft",27-Feb-14,"$811,000 ",37.695763,-121.749176,CA,Single-Family Home,811000,"$853,000 ",,,,,Sold,ALAMEDA
94551,1210 Spring Valley Cmn,2.5,3,Livermore,"1,274 sqft",27-Feb-14,"$350,000 ",37.706795,-121.74454,CA,Townhouse,350000,"$421,000 ",,,,,Sold,ALAMEDA
94551,829 Olivina Ave,2,4,Livermore,"1,300 sqft",27-Feb-14,"$495,000 ",37.68269,-121.78594,CA,Single-Family Home,495000,"$516,000 ",,,,,Sold,ALAMEDA
94550,2311 Vintage Ln,4.5,5,Livermore,"4,226 sqft",27-Feb-14,"$1,510,000 ",37.663235,-121.7646,CA,Single-Family Home,1510000,"$1,561,000 ",,,,,Sold,ALAMEDA
94551,2194 Elsa Cmn,2.5,3,Livermore,"1,911 sqft",26-Feb-14,"$585,000 ",37.69421,-121.77418,CA,Single-Family Home,585000,"$691,000 ",,,,,Sold,ALAMEDA
94550,1832 Railroad Ave #100,,,Livermore,,26-Feb-14,"$485,000 ",37.682156,-121.77436,CA,Unknown,485000,,,,,,Sold,ALAMEDA
94551,2890 Kew Ave,,,Livermore,,26-Feb-14,"$466,000 ",37.70817,-121.803925,CA,Unknown,466000,,,,,,Sold,ALAMEDA
94550,5349 Lenore Ave,2,2,Livermore,967 sqft,26-Feb-14,"$425,000 ",37.69189,-121.72756,CA,Single-Family Home,425000,"$497,000 ",,,,,Sold,ALAMEDA
94550,2823 Bresso Ct,3,4,Livermore,"2,890 sqft",26-Feb-14,"$1,015,000 ",37.650806,-121.78409,CA,Single-Family Home,1015000,"$1,074,000 ",,,,,Sold,ALAMEDA
94550,1869 3rd St,2,2,Livermore,995 sqft,25-Feb-14,"$500,000 ",37.678738,-121.77206,CA,Single-Family Home,500000,"$507,000 ",,,,,Sold,ALAMEDA
94551,479 Hummingbird Ln,2,4,Livermore,"1,536 sqft",25-Feb-14,"$580,000 ",37.68034,-121.79686,CA,Single-Family Home,580000,"$654,000 ",,,,,Sold,ALAMEDA
94551,2890 Kew Ave,,,Livermore,,25-Feb-14,"$467,500 ",37.70817,-121.803925,CA,Unknown,467500,,,,,,Sold,ALAMEDA
94551,1072 Bluebell Dr,,,Livermore,"2,072 sqft",25-Feb-14,"$550,000 ",37.708115,-121.73582,CA,Multi-Family,550000,"$581,000 ",,,,,Sold,ALAMEDA
94550,1225 Hansen Rd,3,4,Livermore,"2,957 sqft",24-Feb-14,"$1,200,000 ",37.64656,-121.78053,CA,Single-Family Home,1200000,"$1,208,000 ",,,,,Sold,ALAMEDA
94550,742 Debra St,2.5,4,Livermore,"1,907 sqft",24-Feb-14,"$475,000 ",37.68878,-121.73004,CA,Single-Family Home,475000,"$594,000 ",,,,,Sold,ALAMEDA
94551,244 Selby Ln,,,Livermore,,21-Feb-14,"$679,000 ",37.708942,-121.801155,CA,Lot/Land,679000,,,,,,Sold,ALAMEDA
94550,788 S Livermore Ave,1,3,Livermore,"1,222 sqft",21-Feb-14,"$565,000 ",37.677856,-121.7614,CA,Single-Family Home,565000,"$556,000 ",,,,,Sold,ALAMEDA
94550,1373 Buckhorn Creek Rd,2.5,4,Livermore,"2,578 sqft",21-Feb-14,"$824,500 ",37.669647,-121.764755,CA,Single-Family Home,824500,"$928,000 ",,,,,Sold,ALAMEDA
94551,660 Splitrail Ct,2,3,Livermore,"1,348 sqft",21-Feb-14,"$590,000 ",37.69885,-121.79181,CA,Single-Family Home,590000,"$641,000 ",,,,,Sold,ALAMEDA
