v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22
197,0,2,1.5,-0.5,millbrae,-2,2,0,1,0.5,2,6300,2,1091876,-0.5,0.5,1391240,1460802,1307766,-5495,15502383
198,0,2,0.5,-0.5,menlopark,-2,2,0.5,1.5,-2,2,1306,2,675767,0.5,0.5,1133914,1247305,1043201,-26448,15600022
199,0,2,2,-0.5,menlopark,-2,2,0.5,1.5,0.5,2,6098,2,1200000,-0.5,0.5,2258195,2461433,2077539,318357,15598409
200,0,2,2,-0.5,sanmateo,-2,1.5,0,1,0.5,2,7405,2,1549333,-0.5,1,1738406,1894863,1616718,94572,15521406
201,0,2,0.5,-0.5,redwoodcity,-2,1.5,-0.5,1,1.5,2,16552,2,1182000,-0.5,0.5,893134,1053898,768095,-43,15590159
202,0,2,0,-0.5,sancarlos,-2,2,0.5,1.5,0.5,2,5200,2,761302,-0.5,1,966605,1072932,869945,12358,15550766
203,0,2,-0.5,-0.5,redwoodcity,-2,1.5,-0.5,1,0,2,4791,2,293250,-0.5,0.5,683462,724470,635620,2114,15563473
204,0,2,0.5,-0.5,belmont,-2,2,0.5,1.5,0.5,2,6098,2,94339,-0.5,1,922187,995962,820746,5808,15547445
205,0,2,1,-0.5,sanmateo,-2,1.5,0,1,0.5,2,6000,2,1017620,-0.5,1,1207476,1291999,1038429,37383,15537865
206,0,2,-0.5,-0.5,sancarlos,-2,2,0.5,1.5,0,2,4350,2,496255,-0.5,1,714209,764204,635646,5385,15552108
207,0,-2,1,-0.5,mossbeach,-2,2,1.5,1.5,0,2,4791,2,518080,-0.5,0.5,756153,839330,718345,-4965,15534177
208,0,2,1.5,-0.5,eastpaloalto,-2,-1.5,-2,0.5,0.5,2,5009,2,257723,-0.5,1,918006,1074067,771125,-21813,15585660
209,0,2,0.5,-0.5,halfmoonbay,-2,2,-0.5,1.5,-0.5,2,3049,2,600000,-0.5,1,643682,688740,592187,2339,15552650
210,0,2,1,-0.5,southsanfrancisco,-2,1.5,-0.5,1,-1.5,2,1611,2,440000,1,0.5,559879,593472,531885,-5967,15487991
211,0,2,1,-0.5,southsanfrancisco,-2,1.5,-0.5,1,0,2,4500,2,704036,-0.5,0.5,760337,866784,691907,3702,15484048
212,0,2,1.5,-0.5,southsanfrancisco,-2,1.5,-0.5,1,-0.5,2,2324,2,342308,0.5,0.5,585350,632178,544375,1270,15478398
213,0,2,0.5,-0.5,southsanfrancisco,-2,1.5,-0.5,1,0,2,4500,2,115231,-0.5,0.5,688657,729976,640451,14846,15487314
214,0,2,0.5,-0.5,sanbruno,-2,1.5,0,1,1,2,14868,2,320858,-0.5,0.5,790197,853413,734883,-5972,15490115
215,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,7162,2,352000,-0.5,-0.5,439783,466170,413396,2125,94696488
216,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3842,2,349000,-0.5,-0.5,405371,429693,372941,7676,72652981
217,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5662,2,406714,-0.5,-0.5,504658,534937,474379,14316,79574257
218,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6197,2,431000,-0.5,1,503377,538613,478208,8065,94702688
219,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4445,2,271000,-0.5,-0.5,377199,399831,350795,7685,79581371
220,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7585,2,360000,-0.5,1,485337,514457,451363,4598,94698374
221,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3708,2,330327,-0.5,-0.5,407457,431904,370786,5196,72652980
222,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5768,2,385000,-0.5,1,464505,501665,436635,2331,94702647
223,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,7058,2,344760,-0.5,-0.5,475158,503667,437145,-706,94699262
224,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3810,2,327317,-0.5,-0.5,408355,432856,383854,5055,79581604
225,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6583,2,428000,-0.5,1,461463,484536,429161,7497,94699498
226,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4051,2,301000,-0.5,-0.5,379795,413977,349411,7568,79579166
227,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5624,2,348534,-0.5,-0.5,465685,502940,433087,5549,72691077
228,0,-0.5,0.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3944,2,312120,-0.5,-0.5,368187,401324,335050,8323,79573648
229,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3484,2,300900,-0.5,-0.5,420065,462071,382259,5593,79581188
230,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5583,2,380000,-0.5,1,469327,502180,441167,680,94700436
231,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5227,2,369342,-0.5,-0.5,419485,461433,373342,8632,72639227
232,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5748,2,359000,-0.5,1,461508,493814,433818,630,94702350
233,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3920,2,296514,-0.5,-0.5,413118,450299,384200,6252,79578069
234,0,2,-0.5,-1.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4500,2,317322,-0.5,1,290590,348708,226660,-40842,94698123
235,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4268,2,308000,-0.5,-0.5,380465,407098,361442,2825,79582259
236,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3920,2,312016,-0.5,-0.5,409188,437831,380545,5734,79580887
237,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5739,2,359000,-0.5,1,470790,499037,437835,3150,94697249
238,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5748,2,380000,-0.5,1,462525,504152,430148,-1515,94701676
239,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5227,2,327726,-0.5,-0.5,456470,492988,429082,7313,79579655
240,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4791,2,324179,-0.5,-0.5,415741,453158,382482,7646,79575702
241,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3606,2,307132,-0.5,-0.5,383665,402848,356808,8476,79578278
242,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5821,2,350000,-0.5,-0.5,429293,450758,399242,2654,94701599
243,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3812,2,336000,-0.5,-0.5,412624,449760,379614,5667,94699093
244,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4358,2,260000,-0.5,-0.5,375781,398328,353234,7968,94699018
245,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6042,2,380000,-0.5,1,472018,505059,443697,1053,94701128
246,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4356,2,306000,-0.5,-0.5,449965,476963,409468,1363,94696507
247,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6186,2,431000,-0.5,1,501948,527045,476851,6098,94700722
248,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3386,2,288815,-0.5,-0.5,363349,392417,345182,7328,94702772
249,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6098,2,299000,-0.5,1,265188,297011,225410,-101,94700086
250,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4500,2,378000,-0.5,-0.5,456563,483957,433735,5519,94699389
251,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,6098,2,325380,-0.5,-0.5,449677,485651,413703,8315,79578784
252,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7100,2,447372,-0.5,1,517120,542976,491264,13507,94697652
253,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4501,2,335000,-0.5,-0.5,407721,428107,383258,5119,94697842
254,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6972,2,359000,-0.5,1,485186,514297,451223,1640,94702910
255,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5129,2,384000,-0.5,-0.5,452854,480025,421154,-1026,94702024
256,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3424,2,338000,-0.5,1,402645,422777,382513,2607,94698249
257,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4356,2,267189,-0.5,1,388433,407855,361243,9050,94698347
258,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5646,2,352834,-0.5,-0.5,419364,457107,385815,7648,94698181
259,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5662,2,357000,-0.5,-0.5,453358,480559,421623,12837,79577615
260,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4507,2,335000,-0.5,1,414904,439798,390010,6126,94696180
261,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3716,2,317613,-0.5,-0.5,414003,434703,389163,4906,94697001
262,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3659,2,280908,-0.5,-0.5,378972,397921,356234,9075,94701551
263,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4023,2,246000,-0.5,-0.5,368907,391041,346773,9359,94696147
264,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5227,2,306918,-0.5,-0.5,392809,416378,365312,3556,94702930
265,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4009,2,275000,-0.5,-0.5,376201,398773,357391,10210,94700502
266,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4302,2,239700,-0.5,1,376040,394842,353478,7415,94699571
267,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3894,2,335000,-0.5,-0.5,414760,435498,385727,3965,94700624
268,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5901,2,428000,-0.5,-0.5,509452,534925,483979,5499,79580960
269,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4523,2,332000,-0.5,-0.5,422898,456730,384837,4684,94697458
270,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3885,-2,336000,-0.5,-0.5,415610,440547,386517,2134,94700923
271,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6098,2,335000,-0.5,1,410729,439480,386085,3492,94696806
272,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3881,2,325000,-0.5,-0.5,391483,414972,367994,5660,94700660
273,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3984,2,336000,-0.5,-0.5,409334,429801,380681,5069,94697781
274,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4500,2,381000,-0.5,1,471294,499572,443016,9355,94696331
275,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4089,2,297554,-0.5,-0.5,378868,405389,356136,4717,94697256
276,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4540,2,312120,-0.5,-0.5,417745,451165,380148,5857,94700743
277,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4712,2,339000,-0.5,-0.5,398803,418743,370887,6297,94699264
278,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6426,2,432000,-0.5,1,507551,538004,482173,6379,94699071
279,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4168,2,275000,-0.5,-0.5,379370,409720,349020,7396,94697969
280,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6184,2,380000,-0.5,1,476094,504660,442767,5885,94698576
281,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,1,-0.5,8153,2,341000,-0.5,-0.5,488662,522868,449569,4442,94697145
282,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4194,2,335000,-0.5,-0.5,415948,449224,382672,5690,94696418
283,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4409,2,335000,-0.5,-0.5,414508,435233,389638,5538,94699939
284,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4855,2,325000,-0.5,1,398698,418633,374776,6879,94697800
285,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,1,1.5,9431,2,444000,-0.5,1,578251,612946,537773,3150,94702525
286,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5662,2,380000,-0.5,1,453939,499333,413084,-1307,94700525
287,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5901,2,379499,-0.5,-0.5,509606,535086,484126,3751,79575161
288,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6846,2,359000,-0.5,1,486727,515931,452656,6464,94699686
289,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4442,-2,275000,-0.5,1,385254,404517,358286,6539,94699107
290,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4255,2,275000,-0.5,1,373845,392537,347676,11120,79576369
291,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6141,2,339000,-0.5,1,414710,439593,389827,4703,94701367
292,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6534,2,405000,-0.5,1,383770,422147,345393,-1524,94696229
293,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4477,2,330000,-0.5,-0.5,388670,411990,361463,6996,94699429
294,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6864,2,381000,-0.5,1,488609,513039,454406,2446,94701961
295,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4426,2,267000,-0.5,1,420295,449716,390874,5260,94698146
296,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3611,2,325000,-0.5,1,368359,397828,335207,8960,79574710
297,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3920,2,255000,-0.5,-0.5,375773,402077,349469,6722,94702978
298,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3619,2,336000,-0.5,-0.5,406935,443559,374380,7126,94701105
299,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3692,2,303987,-0.5,-0.5,386014,409175,358993,5758,94699758
300,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7834,-2,360000,-0.5,1,495045,519797,460392,4594,94702775
301,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3701,2,330000,-0.5,1,405856,426149,385563,5150,79582155
302,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3753,2,336000,-0.5,-0.5,408810,429250,388370,5595,94700121
303,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4356,2,276746,-0.5,1,416414,441399,395593,4471,94701084
304,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6313,2,432000,-0.5,1,511374,536943,485805,7941,94699255
305,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5986,2,351000,-0.5,-0.5,463446,495887,426370,5082,72654537
306,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4408,2,275000,-0.5,-0.5,380292,410715,357474,7076,94696751
307,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7724,2,278000,-0.5,1,405530,425806,369032,1803,94697323
308,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4207,2,353736,-0.5,-0.5,417335,454895,379775,3430,94640927
309,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4900,2,276000,-0.5,-0.5,378822,401551,352304,8614,94696772
310,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3689,2,336000,-0.5,1,403508,427718,375262,5563,79573473
311,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3754,2,314469,-0.5,1,394047,413749,370404,6233,94699201
312,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4684,2,330000,-0.5,1,400938,420985,376882,5774,94701462
313,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5227,2,349000,-0.5,1,421317,446596,400251,4529,94700966
314,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4088,2,234600,-0.5,-0.5,377911,411923,355236,5849,94700190
315,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5118,2,335000,-0.5,-0.5,411101,435767,378213,1636,94695983
316,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,1,1.5,8585,2,391000,-0.5,1,576214,605025,530117,3880,79578012
317,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,-2,1.5,653,2,338000,-0.5,1,353635,396071,311199,6041,94702529
318,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3809,2,325000,-0.5,1,385597,404877,362461,10126,94695865
319,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6329,2,380000,-0.5,1,478222,502133,444746,7455,94699681
320,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5234,2,338000,-0.5,1,416985,454514,387796,4459,94697292
321,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5662,2,268260,-0.5,-0.5,395595,419331,363947,4916,94699922
322,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5689,2,320000,-0.5,-0.5,429665,464038,395292,6225,94702268
323,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,7528,2,353000,-0.5,-0.5,448984,475923,422045,4969,94701040
324,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4583,2,275000,-0.5,1,382440,409211,355669,8971,94701382
325,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4062,2,271000,-0.5,1,378860,397803,352340,9155,94702435
326,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6674,2,359000,-0.5,1,482763,506901,448970,6801,94702415
327,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,6452,2,420000,-0.5,-0.5,511176,536735,480505,14980,79576235
328,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,7439,2,392700,-0.5,-0.5,517196,548228,491336,8448,72654538
329,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5311,2,330000,-0.5,-0.5,402676,430863,374489,9697,94699465
330,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5488,2,307000,-0.5,-0.5,378119,404587,344088,7723,94698925
331,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,1,1.5,8576,2,391000,-0.5,1,504132,534380,478925,6778,94698996
332,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7405,2,355980,-0.5,1,487352,511720,453237,6532,94700173
333,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,6001,2,344000,-0.5,1,418697,452193,393575,4180,94701559
334,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5216,2,386000,-0.5,1,466075,494040,433450,-2837,94702334
335,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4661,2,330000,-0.5,-0.5,390667,410200,367227,8250,94695998
336,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5901,2,359000,-0.5,-0.5,464094,501222,426966,3014,79532260
337,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3484,2,335000,-0.5,1,410052,434655,381348,4523,94699460
338,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3920,2,307000,-0.5,-0.5,234270,269410,201472,-1240,79575074
339,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3049,2,214000,-0.5,-0.5,303249,342671,288087,1264,79580366
340,0,2,2,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7668,2,390000,-0.5,1,497914,537747,463060,7013,94697053
341,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5376,2,324952,-0.5,-0.5,464747,497279,441510,-2534,94700642
342,0,2,0.5,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,2613,2,239292,-0.5,1,355923,391515,320331,6362,94700550
343,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,3336,2,242000,-0.5,-0.5,327788,350733,304843,6599,79577513
344,0,-0.5,2,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,1,-0.5,8540,2,375000,-0.5,-0.5,495794,535458,456130,6815,94700835
345,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4590,2,146500,0.5,1,283882,312270,235622,3695,111091257
346,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,1,-0.5,9906,2,387000,-0.5,-0.5,494474,538977,454916,6271,94696920
347,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4327,2,278460,-0.5,-0.5,383933,410808,349379,9076,79574766
348,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5662,2,335000,-0.5,1,443864,470496,399478,3808,94697653
349,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4213,2,311000,-0.5,-0.5,376430,402780,346316,6514,79582267
350,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5393,2,377000,-0.5,1,478613,531260,440324,5864,94698784
351,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4660,2,352000,-0.5,-0.5,396070,431716,368345,21961,79576374
352,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4791,-2,363000,-0.5,-0.5,430386,456209,400259,8995,94700897
353,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4500,2,378000,-0.5,1,463863,487056,431393,3312,94700309
354,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4356,2,350000,-0.5,1,409254,446087,368329,-456,79576246
355,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5376,2,384000,-0.5,-0.5,445656,467939,414460,24,94702640
356,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,-0.5,1.5,3114,2,233000,-0.5,1,333069,353053,316416,3606,79576799
357,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,6098,2,331888,-0.5,-0.5,432924,463229,393961,2223,79573246
358,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4432,2,264000,-0.5,1,412047,432649,391445,3857,94702342
359,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5570,2,378000,-0.5,1,471848,495440,438819,5507,94697516
360,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4500,2,381000,-0.5,-0.5,475898,504452,437826,7921,94700214
361,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5967,2,333337,-0.5,-0.5,407690,436228,387306,5230,83152840
362,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,5436,2,349000,-0.5,-0.5,405043,433396,368589,3281,94696534
363,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,6336,2,297554,-0.5,-0.5,415535,452933,382292,7881,94702069
364,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,5227,2,371000,-0.5,1,454600,477330,422778,4231,94699628
365,0,-0.5,1,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,2,-0.5,39204,2,305000,-0.5,-0.5,441694,481446,397525,3773,79575455
366,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7405,2,345000,-0.5,1,507078,542573,476653,14599,94701800
367,0,-0.5,1.5,-0.5,mountainhouse,-0.5,-0.5,-0.5,-0.5,0,-0.5,4500,2,403000,-0.5,-0.5,455516,478292,428185,4096,94702033
368,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4356,2,381000,-0.5,1,467963,496041,444565,4571,94701897
369,0,2,1,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4500,2,361000,-0.5,1,430263,464684,395842,6298,94698051
370,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0.5,1.5,7873,2,387000,-0.5,1,491812,521321,452467,3850,94701108
371,0,2,1.5,-0.5,tracy,-1.5,1.5,-0.5,1,0,1.5,4500,2,378000,-0.5,1,452903,480077,430258,6301,94699040
