id,version,address,bathroom,bedroom,city,finished_sq_ft,last_sold_date,last_sold_price,latitude,longitude,lot_size_sq_ft,state,tax_assesment,tax_assesment_year,total_room,use_code,year_built,zest_amt,zest_high,zest_low,zest_value_change,zipcode,zpid
1033,0,587 18th Ave,2,3,San Francisco,2060,2/27/2014,1219000,37.776909,-122.477245,2060,CA,87571,2013,8,SingleFamily,1915,1060082,1229695,922271,1719,94121,15095247
1034,0,109 Ottawa Ave,1,2,San Francisco,2203,2/27/2014,723000,37.71536,-122.446273,2203,CA,48919,2013,5,SingleFamily,1920,598209,658030,538388,-2065,94112,15191856
1035,0,415 Amazon Ave,1,2,San Francisco,2617,2/27/2014,630000,37.716089,-122.43659,2617,CA,32785,2013,5,SingleFamily,1908,592091,657221,526961,710,94112,15176582
1036,0,1207-1209 Guerrero St,0,0,San Francisco,0,2/27/2014,850000,37.751784,-122.422792,0,CA,711314,2013,0,Condominium,0,1086824,1293321,869459,3815,94110,111921706
1037,0,145 Elmira St,2.5,4,San Francisco,2500,2/27/2014,715000,37.73556,-122.40341,2500,CA,820097,2013,8,SingleFamily,1907,690006,779707,607205,-4419,94124,15157855
1038,0,130 21st Ave,2.5,4,San Francisco,3000,2/27/2014,2375000,37.78528,-122.480482,3000,CA,234756,2013,7,SingleFamily,1912,1954964,2267758,1583521,-31696,94121,15090236
1039,0,180 Vienna St,1,1,San Francisco,2500,2/27/2014,383000,37.725652,-122.426836,2500,CA,353940,2013,4,SingleFamily,1903,512656,563922,471644,-5811,94112,15168015
1040,0,2200 Mariposa St,2,4,San Francisco,3676,2/26/2014,1400000,37.763505,-122.405639,3676,CA,1062784,2013,6,SingleFamily,1926,1249823,1449795,1074848,83076,94110,15148863
1041,0,3024 Market St,1,2,San Francisco,0,2/26/2014,1140000,37.761279,-122.441649,0,CA,585570,2013,5,Condominium,1900,986497,1173931,828657,12149,94114,89237232
1042,0,12 Crestlake Dr,1,0,San Francisco,3297,2/26/2014,783000,37.735023,-122.479994,3297,CA,89447,2013,6,SingleFamily,1936,933817,1073890,840435,5377,94132,15126514
1043,0,2143 39th Ave,2,3,San Francisco,2996,2/26/2014,1100000,37.746857,-122.497783,2996,CA,786803,2013,6,SingleFamily,1954,922393,1023856,784034,-1277,94116,15117202
1044,0,3319 Divisadero St,1.5,2,San Francisco,2343,2/26/2014,1550000,37.800268,-122.443215,2343,CA,998176,2013,5,Condominium,1927,1383183,1618324,1120378,-39456,94123,15080086
1045,0,1261 Sanchez St,1,2,San Francisco,1999,2/26/2014,734500,37.748912,-122.429114,1999,CA,734400,2013,5,SingleFamily,1905,1174352,1514914,857277,5043,94114,15181408
1046,0,2172 16th Ave,1,2,San Francisco,2996,2/26/2014,952000,37.74747,-122.472451,2996,CA,67120,2013,5,SingleFamily,1936,799747,871724,687782,-16657,94116,15118156
1047,0,630 27th St,3,4,San Francisco,5472,2/26/2014,3775000,37.746692,-122.434409,5472,CA,1102145,2013,10,SingleFamily,1947,2612143,3839850,1906864,278654,94131,15182150
1048,0,421 Tehama St,2.5,3,San Francisco,3049,2/26/2014,3102000,37.780535,-122.404793,3049,CA,2365080,2013,6,SingleFamily,1923,2686237,3169760,2148990,16746,94103,80748265
1049,0,1154 Key Ave,3,5,San Francisco,2499,2/26/2014,455000,37.720794,-122.398788,2499,CA,308352,2013,4,SingleFamily,1900,423409,503857,338727,-3997,94124,15159573
1050,0,563 18th Ave,3,5,San Francisco,0,2/26/2014,1295000,37.777318,-122.47734,0,CA,312952,2013,0,MultiFamily2To4,0,1241647,1489976,1030567,3750,94121,64972358
1051,0,237 Bocana St,2,3,San Francisco,2250,2/25/2014,1550000,37.739888,-122.41793,2250,CA,878178,2013,7,SingleFamily,1925,1133126,1280432,985820,93343,94110,15162469
1052,0,449 Gates St,1,0,San Francisco,1750,2/25/2014,700000,37.737688,-122.413861,1750,CA,159054,2013,5,SingleFamily,1900,744113,811083,677143,-13530,94110,15163221
