v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
178,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1554967,0.5,0,1666054,1865980,1516109,8964,15081931,0
179,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1746,2,54928,-0.5,0,632327,708206,569094,3754,15117104,0
180,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1057141,0.5,0,1060224,1219258,922395,44771,79842964,0
181,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2813,2,627446,-0.5,0,782095,836842,688244,51819,15190601,0
182,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2626,2,89830,-0.5,0,733390,806729,586712,9159,15136213,0
183,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2835,2,108965,-0.5,0,520110,577322,468099,-113,15178421,0
184,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,640802,0.5,0,1018470,1201795,855515,30999,82785826,0
185,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3454,2,118532,-0.5,0,599333,647280,521420,11231,15178264,0
186,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3240,2,658628,-0.5,0,907147,1025076,780146,9528,15164960,0
187,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3824,2,530436,-0.5,0,868523,1033542,764300,-56875,15123084,0
188,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,880000,0.5,0,1146091,1295083,1020021,44153,15086353,0
189,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,1060800,-0.5,0,1163234,1326087,1012014,11593,15151521,0
190,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2060,2,1164152,-0.5,0,1110532,1243796,977268,44836,15099399,0
191,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,130166,-0.5,0,1081779,1233228,908694,43805,15149916,0
192,0,2,1,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2640,2,206341,-0.5,0,1446812,1620429,1287663,18958,15184486,0
193,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,712795,-0.5,0,632975,702602,582337,-868,15119318,0
194,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,792784,0.5,0,1042078,1240073,885766,-1353,54854730,0
195,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1751,2,47986,-0.5,0,590940,667762,520027,10617,15172048,0
196,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,47797,-0.5,0,609582,688828,542528,20,15157319,0
197,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1742,2,40853,-0.5,0,528001,586081,480481,-1632,15158105,0
198,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3005,2,640776,0.5,0,746757,903576,649679,2002,64971492,0
199,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,740000,-0.5,0,859317,962435,764792,8617,15139335,0
200,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1750,2,342862,-0.5,0,500483,610589,435420,-31165,15164004,0
201,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1742,2,358991,-0.5,0,589415,701404,471532,70469,15190828,0
202,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,0,2,5000,2,941171,-0.5,0,1756946,2407016,1247432,-43063,15194417,0
203,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1912,2,39516,-0.5,0,517419,569161,470851,6731,15194672,0
204,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,881273,0.5,0,1029694,1173851,895834,-1657,54854525,0
205,0,2,1,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2491,2,1189000,-0.5,0,1226063,1642924,784680,-92251,15128356,0
206,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1498,2,91973,-0.5,0,586505,645155,521989,7840,15171899,0
207,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2064,2,867000,-0.5,0,756697,862635,673460,16904,15184801,0
208,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1907,2,143673,-0.5,0,910362,1028709,792015,-1853,15084126,0
209,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,36539,-0.5,0,821712,1060008,550547,7264,15152710,0
210,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,99582,-0.5,0,1195572,1566199,980369,-73251,15106094,0
211,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2995,2,1049913,-0.5,0,1039641,1174794,894091,34531,15123461,0
212,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1652,2,410673,-0.5,0,686340,768701,597116,-6,15107998,0
213,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,585000,-0.5,0,594803,660231,529375,23063,15174679,0
214,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2783,2,71440,-0.5,0,1079832,1263403,928656,-1036,15135431,0
215,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,47794,-0.5,0,507401,593659,451587,-1341,15173354,0
216,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,60935,-0.5,0,791832,847260,704730,44431,15107785,0
217,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1942,2,53430,2,0,1216738,1545257,803047,139908,15148007,0
218,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,141304,-0.5,0,531554,600656,483714,5313,15169548,0
219,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,570000,-0.5,0,781855,977319,617665,67796,15156328,0
220,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,32970,-0.5,0,552559,652020,458624,30342,15167937,0
221,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,0.5,2,7982,2,52839,-0.5,0,674674,755635,600460,-142,15133059,0
222,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1855,2,1731873,-0.5,0,4423567,4865924,4025446,86641,15070529,0
223,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,541643,2,0,1094366,1367958,908324,-1151,15151447,0
224,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,41984,-0.5,0,488582,527669,429952,13576,15154726,0
225,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1437,2,50022,-0.5,0,547235,623848,492512,-25065,15124027,0
226,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2374,2,68244,-0.5,0,1172054,1312700,1066569,25853,15106067,0
227,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,0.5,2,6237,2,963983,-0.5,0,3294747,4052539,2635798,72228,15099033,0
228,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,622560,0.5,0,758773,872589,644957,12298,89238397,0
229,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,950599,1,0,1202202,1334444,1094004,-4083,15100052,0
230,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3001,2,64682,-0.5,0,755780,854031,649971,28963,15122796,0
231,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,714000,-0.5,0,1010923,1142343,859285,-14734,15117189,0
232,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2509,2,65215,-0.5,0,856271,941898,762081,36415,15136028,0
233,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1306,2,909575,0.5,0,1666632,1899960,1449970,-42755,15066579,0
234,0,2,2,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,261296,-0.5,0,1234897,1420132,1086709,41049,15101838,0
235,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,109319,0.5,0,771921,856832,656133,20381,59718404,0
236,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1581,2,1093106,-0.5,0,951279,1084458,770536,38847,15181852,0
237,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,588834,0.5,0,726838,814059,639617,26246,15181352,0
238,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2652,2,905557,0.5,0,1209400,1548032,894956,-915,15086987,0
239,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1494,2,101127,1,0,577644,652738,508327,411,15190153,0
240,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,351930,-0.5,0,807649,985332,581507,70483,15104034,0
241,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,68247,-0.5,0,766790,851137,674775,9431,15122032,0
242,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2613,2,43291,-0.5,0,630385,674512,567347,10487,15165306,0
243,0,2,0.5,-1.5,SAN FRANCISCO,-2,-2,-0.5,0.5,-0.5,2,2996,1,624240,-0.5,0,1232448,1417315,1035256,37216,15151237,0
244,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,100447,-0.5,0,590755,673461,519864,-4290,15154683,0
245,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,237047,-0.5,0,761525,898600,609220,-1326,15156124,0
246,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2622,2,1000000,-0.5,0,1276737,1391643,1123529,68426,67447775,0
247,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,0,2,4682,2,785097,-0.5,0,1420376,1690247,1221523,23240,15084104,0
248,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3436,2,1107516,-0.5,0,3608940,4366817,2778884,124290,64971346,0
249,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3484,2,735391,-0.5,0,934176,1055619,803391,20655,15140838,0
250,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,64497,-0.5,0,770706,847777,678221,-7400,15112910,0
251,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2395,2,45669,-0.5,0,545870,616833,491283,4059,15195311,0
252,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1089,2,168221,-0.5,0,616480,702787,536338,-8730,15121619,0
253,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1223993,2,0,1018959,1181992,855926,-48380,64971486,0
254,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3600,2,715832,-0.5,0,977886,1085453,831203,50924,15101584,0
255,0,2,1,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3440,2,1830058,0.5,0,2316914,2618113,2085223,48474,15071139,0
256,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,505035,-0.5,0,748257,867978,665949,-25676,15101085,0
257,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3781,2,1300500,-0.5,0,1777586,2044224,1528724,135551,15078864,0
258,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3123,2,75330,-0.5,0,610842,671926,549758,2056,15192327,0
259,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,484219,0.5,0,900623,1026710,810561,-5184,15200010,0
260,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2625,2,848957,-0.5,0,2724945,3269934,2288954,507803,15200090,0
261,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,796000,0.5,0,849640,926108,764676,29454,61325337,0
262,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,2692349,3419283,1965415,0,2110030795,0
263,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,232488,-0.5,0,1131600,1267392,950544,82236,15150060,0
264,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,0,2,4399,2,219872,-0.5,0,941005,1091566,799854,31754,15139247,0
265,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,297555,-0.5,0,1052489,1178788,926190,5158,15097904,0
266,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2613,2,395351,-0.5,0,581066,668226,505527,2969,15157277,0
267,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3123,2,596000,-0.5,0,706052,797839,628386,19515,15194498,0
268,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,38546,-0.5,0,495747,540364,466002,-7609,15189306,0
269,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,959889,-0.5,0,888105,1003559,772651,15372,15093913,0
270,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,58310,-0.5,0,644334,734541,579901,-46279,15126181,0
271,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,660601,0.5,0,1584879,1743367,1362996,60354,15072040,0
272,0,2,1,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,1266322,-0.5,0,1363027,1540221,1172203,36152,15129201,0
273,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,43292,-0.5,0,529422,582364,465891,-1086,15156686,0
274,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,246570,-0.5,0,646294,691535,601053,-22543,15110477,0
275,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,37851,-0.5,0,516116,578050,469666,8374,15168071,0
276,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1376,2,367677,-0.5,0,918972,1121146,744367,-24248,15183686,0
277,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1757658,0.5,0,1711390,1933871,1437568,14226,69818989,0
278,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2513,2,115923,-0.5,0,452578,570248,366588,-31304,15157885,0
279,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2848,2,61686,-0.5,0,1752611,1997977,1472193,35675,15146403,0
280,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2530,2,948600,-0.5,0,2656048,3824709,1912355,43622,15182991,0
281,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1441,2,1200000,-0.5,0,1569447,1773475,1255558,8757,15182257,0
282,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2400,2,74817,1,0,614484,737381,559180,-14267,15191155,0
283,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3436,2,1215923,0.5,0,1676241,1877390,1424805,74660,15079992,0
284,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2190,2,384471,-0.5,0,1561945,1858715,1187078,127420,15146182,0
285,0,2,1.5,-0.5,SAN FRANCISCO,-2,-2,-0.5,0.5,-2,2,0,2,1664912,0.5,0,2191204,2541797,1884435,-89787,15067145,0
286,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,532712,0.5,0,874781,953511,769807,34287,79846305,0
287,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,43855,-0.5,0,382753,424856,329168,36098,15158246,0
288,0,2,1,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,923330,0.5,0,1275463,1505046,1122407,-55369,15087975,0
289,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,465000,-0.5,0,526585,584509,479192,12728,15196130,0
290,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,-2,0,2,0,1340497,1675621,951753,-33945,2110843740,0
291,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,-2,0,0.5,0,987410,1115773,878795,13917,2109677815,0
292,0,2,1,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1441586,0.5,0,1369313,1711641,999599,-18649,15082869,0
293,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,545000,-0.5,0,604707,683319,550283,-8145,15166502,0
294,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2639,2,82701,-0.5,0,1000110,1130124,850094,37701,15136664,0
295,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,118531,-0.5,0,695605,786034,633001,5497,15174911,0
296,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,721339,-0.5,0,690747,821989,635487,1346,15120874,0
297,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3001,2,188560,-0.5,0,1891197,2534204,1304926,367406,15113851,0
298,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3484,2,540000,-0.5,0,562988,636176,506689,28986,15158679,0
299,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3711,2,247492,-0.5,0,799214,879135,719293,8463,15131257,0
300,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3023,2,631555,-0.5,0,804461,941219,707926,-10315,15095550,0
301,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2809,2,1131303,-0.5,0,2719670,3209211,2366113,25913,15087925,0
302,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3628,2,487000,-0.5,0,1639768,1984119,1426598,33979,15132372,0
303,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,590000,-0.5,0,703443,773787,633099,-1149,15110188,0
304,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,763850,-0.5,0,1127784,1285674,981172,22325,15123020,0
305,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2063,2,167023,-0.5,0,730628,796385,657565,20884,15124048,0
306,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1165000,0.5,0,1290468,1471134,1096898,22741,15088361,0
307,0,2,1,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3149,2,466869,-0.5,0,1275664,1479770,1148098,-13419,15198737,0
308,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1035734,0.5,0,1166325,1329611,1026366,26789,53734602,0
309,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2430,2,925955,0.5,0,1006587,1157575,845533,57091,15180254,0
310,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2760,2,420108,-0.5,0,860676,989777,714361,11117,15135868,0
311,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2178,2,30538,-0.5,0,681507,879144,497500,-21491,15183640,0
312,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,1572152,-0.5,0,1422551,1607483,1209168,56236,15098528,0
313,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3900,2,1302364,-0.5,0,1432451,1618670,1260557,50701,15183632,0
314,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1123,2,49667,-0.5,0,663723,783193,590713,18449,15128334,0
315,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,0,2,4987,2,1350000,-0.5,0,1495069,1853886,1270809,-62363,15141949,0
316,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2247,2,470578,-0.5,0,1348221,1536972,1159470,38280,15084822,0
317,0,2,0,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,978559,0.5,0,1253199,1441179,1115347,57926,64971341,0
318,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2813,2,783352,-0.5,0,967952,1122824,851798,9758,15139353,0
319,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3123,2,202543,-0.5,0,615519,670916,553967,21798,15193837,0
320,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2178,2,1584729,2,0,1342361,1490021,1181278,15618,15101311,0
321,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1199996,0.5,0,1160358,1287997,986304,51725,79842772,0
322,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,754449,0.5,0,1352793,1488072,1190458,64441,59700170,0
323,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,0.5,2,5352,2,139361,-0.5,0,1692923,1997649,1438985,94235,15138040,0
324,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,282461,-0.5,0,610062,677169,536855,16123,15190539,0
325,0,2,1.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-2,2,1209,2,958927,1.5,0,1166946,1470352,968565,-73976,15180744,0
326,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2622,2,287004,-0.5,0,3350434,3785990,2981886,16226,15081913,0
327,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2375,2,470436,-0.5,0,542496,618445,482821,6849,15170384,0
328,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,215599,-0.5,0,483544,551240,430354,7537,15169169,0
329,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,1398072,0.5,0,1465475,1670642,1274963,47966,15071816,0
330,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,932000,0.5,0,805013,901615,708411,17711,15110821,0
331,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-2,2,0,2,428061,0.5,0,1391736,1600496,1252562,-23567,15081193,0
332,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,312024,-0.5,0,566169,611463,498229,22551,15167083,0
333,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,1.5,3745438,-0.5,0,3986385,4504615,3508019,119783,15080741,0
334,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2949,2,67691,-0.5,0,821441,920014,714654,43862,15136075,0
335,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,0,2,4464,2,83609,-0.5,0,934110,1018180,822017,-1313,15132085,0
336,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,649270,1.5,0,1120285,1232313,1008257,37454,15101993,0
337,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,55121,-0.5,0,666337,746297,593040,3891,15121729,0
338,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1677,2,652794,0.5,0,976990,1064919,869521,26613,113196546,0
339,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,278617,-0.5,0,456320,520205,387872,-13,15157153,0
340,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,0.5,2,6590,2,743090,-0.5,0,777019,893572,707087,-28463,15194330,0
341,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2996,2,55685,-0.5,0,744616,819078,670154,14585,15108484,0
342,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2500,2,542925,-0.5,0,507212,628943,410842,-16779,15192746,0
343,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,49650,-0.5,0,535956,605630,466282,2714,15157528,0
344,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2003,2,442332,-0.5,0,1269161,1408769,1091478,23698,15130307,0
345,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2903,2,852697,-0.5,0,938601,1041847,825969,9089,15111498,0
346,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,816513,1.5,0,1482232,1778678,1274720,-68379,15097892,0
347,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2474,2,441673,-0.5,0,1122774,1302418,954358,9919,15184477,0
348,0,2,0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3436,2,136547,1.5,0,1650560,1947661,1386470,24093,15078541,0
349,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2613,2,617531,-0.5,0,898069,1005837,772339,30717,15111182,0
350,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2374,2,44603,-0.5,0,653406,725281,588065,7697,15166758,0
351,0,2,2,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3000,2,75747,-0.5,0,1161566,1289338,1033794,44033,15096312,0
352,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2003,2,407724,-0.5,0,830071,937980,747064,-2103,15142213,0
353,0,2,-0.5,-1.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2495,2,82515,-0.5,0,545729,578473,480242,16392,15175020,0
354,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1760,2,521698,-0.5,0,716513,809660,609036,17024,15093745,0
355,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,2874,2,52278,-0.5,0,608530,669383,541592,5281,15192332,0
356,0,2,0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1746,2,113839,-0.5,0,1037945,1245534,840735,61163,15161462,0
357,0,2,1.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-0.5,2,3750,2,90764,1,0,764200,840620,687780,3616,15171954,0
358,0,2,-0.5,-0.5,San Francisco,-2,-2,-0.5,0.5,-1.5,2,1899,2,979124,-0.5,0,1179091,1320582,1002227,46489,15131607,0
